Id,latitud,longitd,ar_n_mt,nndist_mean,area_mean,perimeter_mean,compact_mean,angle_mean,shape_mean,wealth_index,median_age,NDWI,EVI,temperature_c,soil_moisture_index,distance_to_water_m,sanitation_index,classification,tpr
39,7.38010272,3.93492585,15.1331,8.95116372,15.13310476,15.52933933,0.788554915,7.790369505,0.635937768,0.687755102,27,0.004081633,0.18877551,23.37931034,0.243877551,1153.061224,0.67244898,1,0.285858586
40,7.38608511,3.92635561,65.3244,7.695066043,65.32440575,36.14398863,0.628366723,13.68340433,0.42096525,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.909090909
41,7.38167081,3.9196418,164.8258,12.64066183,164.8257831,51.64130485,0.776677273,225.1365144,0.616711581,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.593939394
42,7.38040765,3.93651204,45.1425,6.728526807,45.14248864,30.07104534,0.627333255,112.8961392,0.42001793,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.904040404
43,7.37868603,3.93325978,54.6208,7.029504276,54.6208418,31.28154808,0.701442019,211.5172248,0.509796989,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.646464646
44,7.3888315,3.92884756,19.5155,5.28348242,19.51552759,18.1383747,0.745406924,31.51722006,0.570950745,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.898989899
45,7.3830664,3.93015105,20.0199,5.173567285,20.01994353,17.86146924,0.788566553,149.6985107,0.636019794,0.687755102,27,0.004081633,0.18877551,23.37931034,0.243877551,1153.061224,0.67244898,1,0.108080808
46,7.38882963,3.92877351,12.2746,3.919626354,12.27462906,15.56222204,0.636905539,56.54292853,0.431794739,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.661616162
47,7.38151115,3.9294848,192.6859,10.92104942,192.6858517,57.57118669,0.730548962,229.8978277,0.580515599,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.61010101
48,7.38511101,3.92980233,63.7286,8.078131974,63.72861867,32.81759091,0.743585608,287.6010548,0.567190266,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.641414141
49,7.38280523,3.93281082,154.304,11.69477476,154.3039623,54.29816158,0.657683113,29.04268593,0.529610558,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.505050505
50,7.38960806,3.929971,203.7205,11.04239143,203.7205471,58.78938124,0.740707802,209.0426855,0.562870764,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.618181818
51,7.38463562,3.93140164,346.3629,19.30190838,346.3628725,79.46646693,0.689244624,242.1256328,0.493515349,0.385714286,40,0.187755102,0.247959184,29.51724138,0.38877551,1008.163265,0.578571429,5,0.196969697
52,7.374876,3.93461775,184.8085,11.81585765,184.8084781,54.55916191,0.780182804,224.0276373,0.622465232,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.536363636
53,7.38699276,3.92514685,11.2692,5.510242264,11.2692037,13.44932216,0.782892802,242.1793505,0.627541978,0.414285714,51,0.5,0.484693878,24.96551724,0.464285714,1016.326531,0.317346939,7,0.172727273
54,7.38557228,3.92565782,17.3628,7.648432294,17.36281884,17.68312065,0.697769975,156.2176142,0.453471348,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.54040404
55,7.38546701,3.92915069,166.8869,9.016495687,166.886929,53.82608032,0.72384683,166.81516,0.580806387,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.711111111
56,7.3823187,3.93484055,194.1594,15.2310285,194.159394,57.25221835,0.74436104,17.28029777,0.568065771,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.747474747
57,7.37814353,3.91917295,257.7769,12.27059178,257.7768515,66.91749648,0.723393179,268.5412956,0.564311896,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.42020202
58,7.37992074,3.93280447,67.5104,9.676495197,67.51044545,39.40049554,0.546484023,285.6023842,0.437470497,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.104040404
59,7.37708107,3.93109124,259.8085,8.257304,259.8085457,76.10688132,0.5636577,10.61570694,0.53132488,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.593939394
60,7.37721219,3.93538192,382.8032,14.68345226,382.8032022,80.1081243,0.749604698,128.1973587,0.575896717,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.614141414
61,7.37404633,3.93342214,124.8241,7.133578054,124.8241056,45.5898199,0.754696914,126.0831239,0.584089757,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.58989899
62,7.38716522,3.92823434,224.9171,12.5547669,224.9171256,64.65968447,0.676028845,339.9009036,0.477786769,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.476767677
63,7.37820249,3.93286864,51.097,10.07397939,51.09702018,28.9847121,0.76430633,277.9212069,0.598258363,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.696969697
64,7.3849207,3.9217736,120.6206,10.00929469,120.620568,43.85488568,0.788125295,17.7291962,0.634816118,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.523232323
65,7.37736472,3.9225652,32.1273,6.589706616,32.12732644,23.91880186,0.705676423,322.1420353,0.514696491,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.611111111
66,7.38050552,3.93086973,91.0055,8.511658139,91.00545905,41.09859096,0.677054211,4.322403959,0.478083961,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,1
67,7.38077366,3.9231781,174.3862,9.560430216,174.3862481,52.71401632,0.788623809,326.7042117,0.635617766,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.586868687
68,7.37464443,3.93126089,154.5232,14.60112691,154.5232382,49.76503071,0.784070496,330.4907082,0.628478499,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.511111111
69,7.37386445,3.93493286,150.3859,11.42572197,150.3858966,48.96342136,0.788267207,32.73482449,0.635061098,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.501010101
70,7.38375624,3.92527542,15.6981,4.042486171,15.69807814,20.78820589,0.456480607,255.5964673,0.258904723,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.277777778
71,7.37304845,3.93276009,33.118,8.544198813,33.11798201,25.78431825,0.625982834,4.832853836,0.419066677,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.878787879
72,7.38509734,3.9296351,197.3499,11.76949101,197.3498905,56.61074798,0.773836067,128.7335311,0.612218227,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.586868687
73,7.38589338,3.92987811,215.6734,12.36116958,215.673374,60.02307971,0.752263252,211.0972013,0.579643044,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.428282828
74,7.37485869,3.93175503,201.9447,11.35708926,201.9446917,57.3727088,0.770959555,309.0163079,0.608073467,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.532323232
75,7.38368846,3.92225159,89.0105,11.46832257,89.01046098,37.86277354,0.780236147,129.0162827,0.622650334,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.574747475
76,7.3798382,3.93656468,73.0136,11.92170321,73.01363325,39.38970127,0.59135524,14.6040907,0.382005788,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.590909091
77,7.38237898,3.93263445,50.2306,9.884546138,50.23060237,30.49970221,0.678558121,105.2509108,0.480099684,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.742424242
78,7.38740448,3.92829792,307.717,12.28827219,307.7170237,74.12368912,0.703796877,339.6922502,0.513002319,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.715151515
79,7.37677055,3.93399472,204.0373,11.95047359,204.0372932,59.19168117,0.731809541,39.48461121,0.551174864,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.408080808
80,7.37854794,3.92947155,209.9327,12.29535681,209.9326832,62.78190912,0.669300092,173.7344508,0.629196609,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.771717172
81,7.37199024,3.93794631,187.6234,13.92121765,187.6233512,60.34273045,0.647510533,53.79916694,0.522013309,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.638383838
82,7.38535873,3.93180552,293.8307,14.19249808,293.830683,72.35519979,0.705289656,207.5217034,0.51537377,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.686868687
83,7.38592855,3.92657655,34.1827,8.845188571,34.18270069,26.25052779,0.62336176,312.2877377,0.415857637,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.691919192
84,7.37296926,3.93471977,16.8507,7.269418716,16.85070107,17.49474231,0.691851264,132.2877205,0.428494786,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.893939394
85,7.37983992,3.93531735,15.1789,5.347481167,15.1789172,15.81106922,0.763006391,100.8720919,0.593387155,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.621212121
86,7.38478821,3.9273684,17.3691,9.633676515,17.36905737,16.63573827,0.788682048,50.49703806,0.636112692,0.687755102,27,0.004081633,0.18877551,23.37931034,0.243877551,1153.061224,0.67244898,1,0.14040404
87,7.38001064,3.9294281,65.3463,9.239205607,65.34625185,32.89827044,0.758725034,191.5270704,0.58919954,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.873737374
88,7.37911467,3.93330431,182.7387,9.463565342,182.7387115,57.07292176,0.704985541,144.9887562,0.568968506,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.747474747
89,7.37618381,3.92869702,164.1686,8.743056791,164.1685835,52.1480464,0.758619197,34.68036574,0.610447109,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.554545455
90,7.37514714,3.93397397,166.9162,7.619462902,166.9161587,52.60230709,0.758051412,7.43479885,0.588530797,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.529292929
91,7.38027076,3.92988408,252.6757,13.56844919,252.6756989,66.4983713,0.718044438,246.6572218,0.53120694,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.690909091
92,7.37941031,3.91747032,215.2473,12.3271457,215.2472589,62.72874624,0.68740752,121.3580481,0.492364221,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.541414141
93,7.37502641,3.93862239,179.8771,14.95867614,179.8770934,61.12615578,0.604966822,77.07680519,0.489087367,0.385714286,40,0.187755102,0.247959184,29.51724138,0.38877551,1008.163265,0.578571429,5,0.403030303
94,7.38083197,3.92217256,10.7591,5.327949585,10.75905963,14.27375821,0.663601726,293.3611715,0.462456492,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.545454545
95,7.37720027,3.93736211,139.5294,14.59549286,139.5294187,47.29544719,0.783857245,301.7065639,0.627985674,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.6
96,7.38153453,3.92312855,53.5037,5.354695707,53.50370418,33.46992302,0.600183825,312.6313816,0.390602965,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.787878788
97,7.38469933,3.93188936,203.1363,16.70057957,203.1362505,60.85694133,0.689250443,109.8121031,0.555973493,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.658585859
98,7.37993356,3.93490631,21.0383,7.079170298,21.03834203,19.19456285,0.717571075,194.0324129,0.477913372,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.505050505
99,7.38361433,3.91989363,22.9542,4.551790487,22.95423262,21.64613415,0.61561891,296.0678169,0.408009813,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.833333333
100,7.37845012,3.93746643,152.6349,9.142754089,152.634896,61.12306858,0.513397088,128.6724828,0.307304503,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.265656566
101,7.3797773,3.91940444,162.5922,10.62305739,162.5921652,51.6760844,0.765121279,330.8090277,0.599144936,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.507070707
102,7.38062514,3.93686873,95.8563,10.10404217,95.85634968,42.5748757,0.664544355,96.2844136,0.46282398,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.96969697
103,7.37504213,3.93002827,23.2643,7.438566768,23.26434393,21.19692381,0.650661329,214.815466,0.447558088,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.919191919
104,7.37710977,3.92809398,39.8076,5.929268976,39.80759212,25.86705551,0.747621501,189.5912102,0.572950237,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.929292929
105,7.38098152,3.92211962,95.7408,9.50059135,95.7408073,39.43171773,0.773776537,5.351737069,0.612627902,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.512121212
106,7.38969838,3.93001264,19.5401,8.370660072,19.54014478,17.64777842,0.788419863,115.7837047,0.635716521,0.687755102,27,0.004081633,0.18877551,23.37931034,0.243877551,1153.061224,0.67244898,1,0.196969697
107,7.38066469,3.93355123,104.1525,8.187724073,104.152514,43.37557323,0.695647401,18.78292165,0.555449719,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.618181818
108,7.38615738,3.92620122,258.0545,15.05655394,258.0545153,68.48919059,0.691317036,299.6031769,0.496597328,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.492929293
109,7.37735364,3.92926703,288.036,13.872469,288.0359522,73.44574773,0.671001127,124.5920094,0.471386246,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.658585859
110,7.37802416,3.91902914,75.4444,5.972987292,75.44444335,38.73840494,0.631762223,236.2895356,0.424805679,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.707070707
111,7.37506591,3.93411709,29.8099,8.720456663,29.80986739,25.8487075,0.560650539,119.3489347,0.350590697,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.237373737
112,7.385256,3.92156061,194.5511,12.88327838,194.551117,56.62596272,0.762451802,189.3102452,0.595049989,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.690909091
113,7.38621243,3.92785882,155.1409,8.683533081,155.1408608,57.57398437,0.588143755,300.4671992,0.450098778,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.45959596
114,7.38656189,3.92975542,79.6483,10.73396617,79.64833329,44.82185048,0.498203749,87.96499572,0.294044881,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.33030303
115,7.38222201,3.92011007,159.3958,12.16284152,159.3957534,50.48142423,0.786001568,101.4782308,0.631826627,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.545454545
116,7.38716433,3.92938519,67.9097,7.466703116,67.90970649,33.18562387,0.774893012,63.26161513,0.614831175,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.545454545
117,7.37729104,3.92635289,214.6319,12.4129036,214.6318759,64.30636241,0.652223133,67.60445686,0.574860932,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.468686869
118,7.38111305,3.92327598,164.1136,8.568150021,164.1136418,51.55334522,0.775962698,227.8547446,0.615556055,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.588888889
119,7.38523684,3.92100399,164.4643,8.635630337,164.4642822,52.82971734,0.740499695,179.8014721,0.562684666,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.464646465
120,7.37838422,3.93559329,194.4732,9.584200721,194.4731848,62.43254685,0.626971049,70.16934711,0.504247335,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.755555556
121,7.37975149,3.91893938,232.0281,7.906211657,232.0280682,61.5924482,0.768591283,7.182767191,0.60504985,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.522222222
122,7.38700488,3.93091554,17.746,5.709341308,17.74596683,18.95310797,0.620795637,210.8537811,0.412643567,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.601010101
123,7.37665545,3.92430975,210.104,8.554134791,210.1040324,60.02818154,0.732712966,283.7488941,0.55159351,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.476767677
124,7.3742339,3.93239519,98.9046,9.576821049,98.90460756,48.45860668,0.529278853,299.8077419,0.321150404,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.148484848
125,7.38016511,3.93087187,262.1375,13.3956642,262.1375299,70.32299925,0.666107459,274.022079,0.532496956,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.460606061
126,7.37749678,3.92100491,6.616,8.546078737,6.616017137,10.27495838,0.787492348,77.78399912,0.634760492,0.687755102,27,0.004081633,0.18877551,23.37931034,0.243877551,1153.061224,0.67244898,1,0.257575758
127,7.38741956,3.92463811,31.0991,7.215572632,31.09905838,22.40391175,0.778591032,207.4972853,0.620001387,0.414285714,51,0.5,0.484693878,24.96551724,0.464285714,1016.326531,0.317346939,7,0.386868687
128,7.38561573,3.92869151,243.2661,13.96164504,243.2661165,63.74674135,0.752273057,185.3029653,0.57968265,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.682828283
129,7.38691495,3.92540792,90.12,8.191645481,90.11998425,38.2522497,0.773957311,311.9207951,0.612515232,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.582828283
130,7.37880459,3.93546458,24.1321,8.478032862,24.13208817,19.66402751,0.78425956,302.2496383,0.62862788,0.414285714,51,0.5,0.484693878,24.96551724,0.464285714,1016.326531,0.317346939,7,0.249494949
131,7.38383459,3.92122461,111.6694,9.770689073,111.6694383,51.85793145,0.521811705,336.3954085,0.418895609,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.306060606
132,7.37599795,3.93748662,154.6301,11.9522033,154.6301229,49.63457063,0.788742834,250.3963345,0.636009012,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.545454545
133,7.38548126,3.92161572,75.7271,9.502046522,75.72707033,40.18777128,0.589214161,20.38920527,0.396769691,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.52020202
